n1,n2,ratio,sid,RT,ACC,easyness
11.0,12.0,0.92,717314,716.0,1.0,0.642
13.0,14.0,0.93,717314,571.0,1.0,0.7145
15.0,17.0,0.88,717314,598.0,1.0,0.701
17.0,19.0,0.89,717314,688.0,1.0,0.656
19.0,21.0,0.9,717314,696.0,1.0,0.652
21.0,23.0,0.91,717314,823.0,1.0,0.5885
23.0,26.0,0.88,717314,633.0,1.0,0.6835
25.0,28.0,0.89,717314,683.0,1.0,0.6585
27.0,33.0,0.82,717314,1082.0,1.0,0.459
25.0,28.0,0.89,717314,714.0,1.0,0.643
27.0,33.0,0.82,717314,673.0,1.0,0.6635
25.0,28.0,0.89,717314,793.0,1.0,0.6035
27.0,33.0,0.82,717314,772.0,1.0,0.614
24.0,27.0,0.89,717314,977.0,1.0,0.5115
3.0,9.0,0.33,747661,1049.0,1.0,0.4755
1.0,4.0,0.25,747661,516.0,1.0,0.742
3.0,4.0,0.75,747661,427.0,0.0,-0.2135
2.0,9.0,0.22,747661,590.0,1.0,0.705
1.0,3.0,0.33,747661,498.0,1.0,0.751
,,,747661,,,
1.0,9.0,0.11,747661,472.0,1.0,0.764
3.0,6.0,0.5,747661,680.0,1.0,0.66
5.0,7.0,0.71,747661,608.0,1.0,0.696
7.0,8.0,0.88,747661,753.0,1.0,0.6235
9.0,10.0,0.9,747661,599.0,1.0,0.7005
11.0,12.0,0.92,747661,545.0,1.0,0.7275
13.0,14.0,0.93,747661,494.0,1.0,0.753
15.0,17.0,0.88,747661,677.0,0.0,-0.3385
17.0,19.0,0.89,747661,677.0,1.0,0.6615
16.0,18.0,0.89,747661,781.0,0.0,-0.3905
18.0,20.0,0.9,747661,601.0,1.0,0.6995
17.0,19.0,0.89,747661,564.0,1.0,0.718
19.0,21.0,0.9,747661,713.0,1.0,0.6435
21.0,23.0,0.91,747661,784.0,1.0,0.608
23.0,26.0,0.88,747661,587.0,1.0,0.7065
25.0,28.0,0.89,747661,726.0,1.0,0.637
27.0,33.0,0.82,747661,852.0,1.0,0.574
25.0,28.0,0.89,747661,645.0,1.0,0.6775
27.0,33.0,0.82,747661,591.0,1.0,0.7045
25.0,28.0,0.89,747661,762.0,1.0,0.619
27.0,33.0,0.82,747661,615.0,1.0,0.6925
24.0,27.0,0.89,747661,600.0,0.0,-0.3
3.0,9.0,0.33,730826,983.0,1.0,0.5085
1.0,4.0,0.25,730826,548.0,1.0,0.726
2.0,6.0,0.33,730826,530.0,1.0,0.735
3.0,11.0,0.27,730826,537.0,1.0,0.7315
4.0,6.0,0.67,730826,550.0,1.0,0.725
,,,730826,,,
1.0,4.0,0.25,730826,532.0,1.0,0.734
3.0,6.0,0.5,730826,545.0,1.0,0.7275
5.0,7.0,0.71,730826,717.0,1.0,0.6415
7.0,8.0,0.88,730826,619.0,1.0,0.6905
9.0,10.0,0.9,730826,509.0,1.0,0.7455
11.0,12.0,0.92,730826,491.0,0.0,-0.2455
13.0,14.0,0.93,730826,722.0,1.0,0.639
12.0,13.0,0.92,730826,616.0,1.0,0.692
14.0,16.0,0.88,730826,641.0,1.0,0.6795
16.0,18.0,0.89,730826,570.0,1.0,0.715
18.0,20.0,0.9,730826,861.0,1.0,0.5695
20.0,22.0,0.91,730826,799.0,1.0,0.6005
22.0,24.0,0.92,730826,674.0,1.0,0.663
24.0,27.0,0.89,730826,650.0,1.0,0.675
25.0,28.0,0.89,730826,665.0,1.0,0.6675
27.0,33.0,0.82,730826,730.0,1.0,0.635
25.0,28.0,0.89,730826,631.0,1.0,0.6845
27.0,33.0,0.82,730826,969.0,1.0,0.5155
25.0,28.0,0.89,730826,949.0,1.0,0.5255
24.0,27.0,0.89,730826,682.0,1.0,0.659
3.0,9.0,0.33,562359,1122.0,1.0,0.439
1.0,4.0,0.25,562359,810.0,1.0,0.595
2.0,8.0,0.25,562359,861.0,1.0,0.5695
3.0,9.0,0.33,562359,863.0,1.0,0.5685
4.0,8.0,0.5,562359,721.0,1.0,0.6395
,,,562359,,,
1.0,4.0,0.25,562359,766.0,1.0,0.617
3.0,6.0,0.5,562359,714.0,1.0,0.643
5.0,7.0,0.71,562359,576.0,1.0,0.712
7.0,8.0,0.88,562359,860.0,1.0,0.57
9.0,10.0,0.9,562359,741.0,1.0,0.6295
11.0,12.0,0.92,562359,874.0,1.0,0.563
13.0,14.0,0.93,562359,827.0,1.0,0.5865
15.0,17.0,0.88,562359,838.0,1.0,0.581
17.0,19.0,0.89,562359,904.0,1.0,0.548
19.0,21.0,0.9,562359,703.0,1.0,0.6485
21.0,23.0,0.91,562359,694.0,1.0,0.653
23.0,26.0,0.88,562359,605.0,1.0,0.6975
25.0,28.0,0.89,562359,902.0,1.0,0.549
27.0,33.0,0.82,562359,838.0,1.0,0.581
25.0,28.0,0.89,562359,983.0,1.0,0.5085
27.0,33.0,0.82,562359,827.0,1.0,0.5865
25.0,28.0,0.89,562359,693.0,1.0,0.6535
27.0,33.0,0.82,562359,692.0,1.0,0.654
24.0,27.0,0.89,562359,651.0,1.0,0.6745
3.0,9.0,0.33,738704,727.0,1.0,0.6365
1.0,4.0,0.25,738704,461.0,1.0,0.7695
2.0,6.0,0.33,738704,486.0,1.0,0.757
3.0,11.0,0.27,738704,486.0,1.0,0.757
4.0,6.0,0.67,738704,565.0,1.0,0.7175
,,,738704,,,
1.0,4.0,0.25,738704,472.0,1.0,0.764
3.0,6.0,0.5,738704,487.0,1.0,0.7565
5.0,7.0,0.71,738704,487.0,1.0,0.7565
7.0,8.0,0.88,738704,517.0,1.0,0.7415
9.0,10.0,0.9,738704,547.0,1.0,0.7265
11.0,12.0,0.92,738704,496.0,0.0,-0.248
13.0,14.0,0.93,738704,519.0,1.0,0.7405
12.0,13.0,0.92,738704,596.0,1.0,0.702
14.0,16.0,0.88,738704,735.0,1.0,0.6325
16.0,18.0,0.89,738704,596.0,1.0,0.702
18.0,20.0,0.9,738704,550.0,1.0,0.725
20.0,22.0,0.91,738704,594.0,1.0,0.703
22.0,24.0,0.92,738704,589.0,1.0,0.7055
24.0,27.0,0.89,738704,648.0,1.0,0.676
25.0,28.0,0.89,738704,545.0,1.0,0.7275
27.0,33.0,0.82,738704,542.0,0.0,-0.271
25.0,28.0,0.89,738704,794.0,1.0,0.603
27.0,33.0,0.82,738704,606.0,1.0,0.697
25.0,28.0,0.89,738704,561.0,1.0,0.7195
24.0,27.0,0.89,738704,565.0,1.0,0.7175
3.0,9.0,0.33,267667,932.0,1.0,0.534
1.0,4.0,0.25,267667,570.0,1.0,0.715
2.0,6.0,0.33,267667,534.0,1.0,0.733
3.0,11.0,0.27,267667,516.0,1.0,0.742
4.0,6.0,0.67,267667,555.0,1.0,0.7225
,,,267667,,,
1.0,4.0,0.25,267667,539.0,1.0,0.7305
3.0,6.0,0.5,267667,568.0,1.0,0.716
5.0,7.0,0.71,267667,580.0,1.0,0.71
7.0,8.0,0.88,267667,656.0,1.0,0.672
9.0,10.0,0.9,267667,537.0,1.0,0.7315
11.0,12.0,0.92,267667,541.0,1.0,0.7295
13.0,14.0,0.93,267667,546.0,1.0,0.727
15.0,17.0,0.88,267667,599.0,1.0,0.7005
17.0,19.0,0.89,267667,809.0,1.0,0.5955
19.0,21.0,0.9,267667,684.0,1.0,0.658
21.0,23.0,0.91,267667,763.0,1.0,0.6185
23.0,26.0,0.88,267667,656.0,1.0,0.672
25.0,28.0,0.89,267667,848.0,1.0,0.576
27.0,33.0,0.82,267667,1017.0,1.0,0.4915
25.0,28.0,0.89,267667,996.0,1.0,0.502
27.0,33.0,0.82,267667,759.0,1.0,0.6205
25.0,28.0,0.89,267667,932.0,1.0,0.534
27.0,33.0,0.82,267667,857.0,1.0,0.5715
24.0,27.0,0.89,267667,811.0,1.0,0.5945
3.0,9.0,0.33,422235,1979.0,0.0,-0.9895
1.0,4.0,0.25,422235,706.0,1.0,0.647
3.0,9.0,0.33,422235,1980.0,0.0,-0.99
2.0,6.0,0.33,422235,904.0,1.0,0.548
1.0,4.0,0.25,422235,472.0,1.0,0.764
,,,422235,,,
1.0,4.0,0.25,422235,606.0,1.0,0.697
3.0,6.0,0.5,422235,545.0,1.0,0.7275
5.0,7.0,0.71,422235,596.0,1.0,0.702
7.0,8.0,0.88,422235,576.0,1.0,0.712
9.0,10.0,0.9,422235,476.0,1.0,0.762
11.0,12.0,0.92,422235,627.0,1.0,0.6865
13.0,14.0,0.93,422235,605.0,1.0,0.6975
15.0,17.0,0.88,422235,423.0,1.0,0.7885
17.0,19.0,0.89,422235,544.0,1.0,0.728
19.0,21.0,0.9,422235,565.0,1.0,0.7175
21.0,23.0,0.91,422235,649.0,1.0,0.6755
23.0,26.0,0.88,422235,794.0,1.0,0.603
25.0,28.0,0.89,422235,589.0,1.0,0.7055
27.0,33.0,0.82,422235,848.0,1.0,0.576
25.0,28.0,0.89,422235,593.0,1.0,0.7035
27.0,33.0,0.82,422235,644.0,1.0,0.678
25.0,28.0,0.89,422235,558.0,1.0,0.721
27.0,33.0,0.82,422235,610.0,0.0,-0.305
24.0,27.0,0.89,422235,845.0,1.0,0.5775
3.0,9.0,0.33,446175,847.0,1.0,0.5765
1.0,4.0,0.25,446175,569.0,1.0,0.7155
2.0,6.0,0.33,446175,701.0,1.0,0.6495
3.0,11.0,0.27,446175,621.0,1.0,0.6895
4.0,6.0,0.67,446175,496.0,1.0,0.752
,,,446175,,,
1.0,4.0,0.25,446175,580.0,1.0,0.71
3.0,6.0,0.5,446175,584.0,1.0,0.708
5.0,7.0,0.71,446175,499.0,1.0,0.7505
7.0,8.0,0.88,446175,441.0,0.0,-0.2205
9.0,10.0,0.9,446175,617.0,1.0,0.6915
8.0,9.0,0.89,446175,587.0,1.0,0.7065
10.0,11.0,0.91,446175,726.0,1.0,0.637
12.0,13.0,0.92,446175,483.0,1.0,0.7585
14.0,16.0,0.88,446175,754.0,1.0,0.623
16.0,18.0,0.89,446175,735.0,1.0,0.6325
18.0,20.0,0.9,446175,684.0,1.0,0.658
20.0,22.0,0.91,446175,651.0,1.0,0.6745
22.0,24.0,0.92,446175,803.0,1.0,0.5985
24.0,27.0,0.89,446175,790.0,1.0,0.605
25.0,28.0,0.89,446175,842.0,1.0,0.579
27.0,33.0,0.82,446175,899.0,1.0,0.5505
25.0,28.0,0.89,446175,1034.0,1.0,0.483
27.0,33.0,0.82,446175,804.0,1.0,0.598
25.0,28.0,0.89,446175,966.0,1.0,0.517
24.0,27.0,0.89,446175,851.0,1.0,0.5745
3.0,9.0,0.33,954611,1087.0,0.0,-0.5435
1.0,4.0,0.25,954611,1008.0,1.0,0.496
3.0,9.0,0.33,954611,780.0,1.0,0.61
2.0,8.0,0.25,954611,753.0,1.0,0.6235
3.0,9.0,0.33,954611,655.0,1.0,0.6725
,,,954611,,,
1.0,4.0,0.25,954611,553.0,1.0,0.7235
3.0,6.0,0.5,954611,590.0,1.0,0.705
5.0,7.0,0.71,954611,617.0,1.0,0.6915
7.0,8.0,0.88,954611,683.0,1.0,0.6585
9.0,10.0,0.9,954611,730.0,1.0,0.635
11.0,12.0,0.92,954611,656.0,1.0,0.672
13.0,14.0,0.93,954611,960.0,1.0,0.52
15.0,17.0,0.88,954611,661.0,1.0,0.6695
17.0,19.0,0.89,954611,741.0,1.0,0.6295
19.0,21.0,0.9,954611,891.0,1.0,0.5545
21.0,23.0,0.91,954611,834.0,1.0,0.583
23.0,26.0,0.88,954611,860.0,1.0,0.57
25.0,28.0,0.89,954611,886.0,1.0,0.557
27.0,33.0,0.82,954611,1053.0,1.0,0.4735
25.0,28.0,0.89,954611,1102.0,1.0,0.449
27.0,33.0,0.82,954611,806.0,1.0,0.597
25.0,28.0,0.89,954611,977.0,1.0,0.5115
27.0,33.0,0.82,954611,1110.0,1.0,0.445
24.0,27.0,0.89,954611,1301.0,1.0,0.3495
3.0,9.0,0.33,465434,1979.0,0.0,-0.9895
1.0,4.0,0.25,465434,694.0,1.0,0.653
3.0,9.0,0.33,465434,670.0,1.0,0.665
2.0,6.0,0.33,465434,575.0,1.0,0.7125
3.0,11.0,0.27,465434,579.0,1.0,0.7105
,,,465434,,,
1.0,4.0,0.25,465434,607.0,1.0,0.6965
3.0,6.0,0.5,465434,497.0,1.0,0.7515
5.0,7.0,0.71,465434,744.0,1.0,0.628
7.0,8.0,0.88,465434,677.0,1.0,0.6615
9.0,10.0,0.9,465434,509.0,1.0,0.7455
11.0,12.0,0.92,465434,666.0,1.0,0.667
13.0,14.0,0.93,465434,610.0,1.0,0.695
15.0,17.0,0.88,465434,693.0,1.0,0.6535
17.0,19.0,0.89,465434,579.0,1.0,0.7105
19.0,21.0,0.9,465434,711.0,1.0,0.6445
21.0,23.0,0.91,465434,710.0,1.0,0.645
23.0,26.0,0.88,465434,780.0,1.0,0.61
25.0,28.0,0.89,465434,832.0,1.0,0.584
27.0,33.0,0.82,465434,1034.0,1.0,0.483
25.0,28.0,0.89,465434,908.0,1.0,0.546
27.0,33.0,0.82,465434,1099.0,0.0,-0.5495
25.0,28.0,0.89,465434,899.0,1.0,0.5505
27.0,33.0,0.82,465434,714.0,1.0,0.643
24.0,27.0,0.89,465434,824.0,1.0,0.588
3.0,9.0,0.33,892520,1763.0,1.0,0.1185
1.0,4.0,0.25,892520,1619.0,1.0,0.1905
2.0,8.0,0.25,892520,1240.0,1.0,0.38
3.0,12.0,0.25,892520,940.0,1.0,0.53
5.0,9.0,0.56,892520,947.0,1.0,0.5265
,,,892520,,,
1.0,4.0,0.25,892520,982.0,1.0,0.509
3.0,6.0,0.5,892520,659.0,1.0,0.6705
5.0,7.0,0.71,892520,763.0,1.0,0.6185
7.0,8.0,0.88,892520,1864.0,1.0,0.068
9.0,10.0,0.9,892520,779.0,1.0,0.6105
8.0,9.0,0.89,892520,895.0,1.0,0.5525
10.0,11.0,0.91,892520,1191.0,1.0,0.4045
12.0,13.0,0.92,892520,1148.0,1.0,0.426
13.0,14.0,0.93,892520,785.0,1.0,0.6075
14.0,16.0,0.88,892520,900.0,1.0,0.55
16.0,18.0,0.89,892520,996.0,1.0,0.502
18.0,20.0,0.9,892520,1144.0,1.0,0.428
20.0,22.0,0.91,892520,1287.0,1.0,0.3565
22.0,27.0,0.81,892520,1215.0,1.0,0.3925
21.0,23.0,0.91,892520,1050.0,1.0,0.475
22.0,24.0,0.92,892520,1092.0,1.0,0.454
24.0,27.0,0.89,892520,1189.0,1.0,0.4055
25.0,28.0,0.89,892520,1008.0,1.0,0.496
27.0,33.0,0.82,892520,1395.0,1.0,0.3025
25.0,28.0,0.89,892520,1097.0,1.0,0.4515
27.0,33.0,0.82,892520,1520.0,1.0,0.24
25.0,28.0,0.89,892520,1184.0,1.0,0.408
27.0,33.0,0.82,892520,1028.0,1.0,0.486
24.0,27.0,0.89,892520,975.0,1.0,0.5125
3.0,9.0,0.33,649110,1639.0,1.0,0.1805
1.0,4.0,0.25,649110,1978.0,0.0,-0.989
3.0,9.0,0.33,649110,645.0,1.0,0.6775
1.0,4.0,0.25,649110,623.0,1.0,0.6885
2.0,6.0,0.33,649110,553.0,1.0,0.7235
,,,649110,,,
1.0,4.0,0.25,649110,1734.0,1.0,0.133
3.0,6.0,0.5,649110,574.0,1.0,0.713
4.0,12.0,0.33,649110,617.0,1.0,0.6915
6.0,9.0,0.67,649110,731.0,1.0,0.6345
8.0,11.0,0.73,649110,544.0,1.0,0.728
10.0,16.0,0.63,649110,781.0,1.0,0.6095
12.0,13.0,0.92,649110,793.0,1.0,0.6035
14.0,16.0,0.88,649110,773.0,1.0,0.6135
16.0,18.0,0.89,649110,761.0,1.0,0.6195
18.0,20.0,0.9,649110,606.0,1.0,0.697
20.0,22.0,0.91,649110,856.0,1.0,0.572
22.0,24.0,0.92,649110,970.0,1.0,0.515
24.0,27.0,0.89,649110,846.0,1.0,0.577
25.0,28.0,0.89,649110,792.0,1.0,0.604
27.0,33.0,0.82,649110,844.0,0.0,-0.422
25.0,28.0,0.89,649110,1053.0,1.0,0.4735
27.0,33.0,0.82,649110,943.0,1.0,0.5285
25.0,28.0,0.89,649110,915.0,1.0,0.5425
24.0,27.0,0.89,649110,947.0,1.0,0.5265
3.0,9.0,0.33,270809,996.0,1.0,0.502
1.0,4.0,0.25,270809,736.0,1.0,0.632
2.0,6.0,0.33,270809,536.0,1.0,0.732
3.0,11.0,0.27,270809,533.0,1.0,0.7335
4.0,6.0,0.67,270809,602.0,0.0,-0.301
,,,270809,,,
1.0,4.0,0.25,270809,712.0,1.0,0.644
3.0,9.0,0.33,270809,703.0,1.0,0.6485
5.0,6.0,0.83,270809,757.0,1.0,0.6215
7.0,8.0,0.88,270809,588.0,1.0,0.706
9.0,13.0,0.69,270809,598.0,1.0,0.701
10.0,11.0,0.91,270809,824.0,1.0,0.588
11.0,12.0,0.92,270809,643.0,1.0,0.6785
13.0,14.0,0.93,270809,956.0,1.0,0.522
15.0,17.0,0.88,270809,713.0,0.0,-0.3565
17.0,19.0,0.89,270809,727.0,1.0,0.6365
16.0,18.0,0.89,270809,830.0,1.0,0.585
18.0,20.0,0.9,270809,777.0,1.0,0.6115
20.0,22.0,0.91,270809,644.0,1.0,0.678
22.0,24.0,0.92,270809,710.0,1.0,0.645
24.0,27.0,0.89,270809,748.0,1.0,0.626
25.0,28.0,0.89,270809,704.0,1.0,0.648
27.0,33.0,0.82,270809,975.0,0.0,-0.4875
25.0,28.0,0.89,270809,763.0,1.0,0.6185
27.0,33.0,0.82,270809,896.0,1.0,0.552
25.0,28.0,0.89,270809,808.0,1.0,0.596
24.0,27.0,0.89,270809,754.0,1.0,0.623
,,,204757,,,
3.0,9.0,0.33,204757,439.0,0.0,-0.2195
2.0,6.0,0.33,204757,422.0,0.0,-0.211
4.0,8.0,0.5,204757,159.0,0.0,-0.0795
2.0,13.0,0.15,204757,428.0,1.0,0.786
1.0,3.0,0.33,204757,329.0,0.0,-0.1645
3.0,9.0,0.33,204757,776.0,1.0,0.612
1.0,4.0,0.25,204757,255.0,0.0,-0.1275
2.0,6.0,0.33,204757,319.0,0.0,-0.1595
1.0,4.0,0.25,204757,268.0,0.0,-0.134
3.0,9.0,0.33,204757,765.0,0.0,-0.3825
,,,204757,,,
1.0,9.0,0.11,204757,332.0,1.0,0.834
3.0,4.0,0.75,204757,240.0,0.0,-0.12
1.0,9.0,0.11,204757,69903.0,0.0,-34.9515
3.0,9.0,0.33,824860,1983.0,0.0,-0.9915
1.0,4.0,0.25,824860,776.0,1.0,0.612
3.0,9.0,0.33,824860,593.0,1.0,0.7035
2.0,6.0,0.33,824860,138.0,1.0,0.931
3.0,11.0,0.27,824860,505.0,1.0,0.7475
,,,824860,,,
1.0,4.0,0.25,824860,328.0,1.0,0.836
3.0,6.0,0.5,824860,61.0,1.0,0.9695
5.0,7.0,0.71,824860,1984.0,0.0,-0.992
7.0,8.0,0.88,824860,499.0,1.0,0.7505
6.0,13.0,0.46,824860,727.0,1.0,0.6365
8.0,9.0,0.89,824860,467.0,1.0,0.7665
10.0,11.0,0.91,824860,668.0,0.0,-0.334
12.0,13.0,0.92,824860,440.0,1.0,0.78
11.0,12.0,0.92,824860,409.0,1.0,0.7955
13.0,14.0,0.93,824860,635.0,1.0,0.6825
15.0,17.0,0.88,824860,699.0,0.0,-0.3495
17.0,19.0,0.89,824860,826.0,1.0,0.587
16.0,18.0,0.89,824860,292.0,1.0,0.854
18.0,20.0,0.9,824860,581.0,0.0,-0.2905
20.0,22.0,0.91,824860,471.0,0.0,-0.2355
19.0,21.0,0.9,824860,447.0,1.0,0.7765
18.0,24.0,0.75,824860,1020.0,0.0,-0.51
20.0,22.0,0.91,824860,465.0,0.0,-0.2325
19.0,21.0,0.9,824860,256.0,1.0,0.872
20.0,22.0,0.91,824860,336.0,0.0,-0.168
22.0,27.0,0.81,824860,346.0,0.0,-0.173
20.0,32.0,0.63,824860,456.0,0.0,-0.228
19.0,21.0,0.9,824860,318.0,1.0,0.841
21.0,25.0,0.84,824860,651.0,1.0,0.6745
18.0,20.0,0.9,824860,909.0,0.0,-0.4545
20.0,25.0,0.8,824860,1191.0,0.0,-0.5955
,,,737971,,,
25.0,28.0,0.89,737971,623.0,1.0,0.6885
23.0,26.0,0.88,737971,494.0,0.0,-0.247
21.0,23.0,0.91,737971,437.0,1.0,0.7815
19.0,21.0,0.9,737971,476.0,1.0,0.762
17.0,19.0,0.89,737971,512.0,1.0,0.744
15.0,17.0,0.88,737971,550.0,1.0,0.725
13.0,14.0,0.93,737971,546.0,1.0,0.727
11.0,12.0,0.92,737971,444.0,1.0,0.778
9.0,10.0,0.9,737971,482.0,1.0,0.759
7.0,8.0,0.88,737971,423.0,1.0,0.7885
5.0,7.0,0.71,737971,472.0,1.0,0.764
3.0,6.0,0.5,737971,414.0,1.0,0.793
1.0,4.0,0.25,737971,553.0,1.0,0.7235
4.0,6.0,0.67,737971,596.0,1.0,0.702
3.0,11.0,0.27,737971,521.0,1.0,0.7395
2.0,6.0,0.33,737971,459.0,1.0,0.7705
1.0,4.0,0.25,737971,613.0,1.0,0.6935
3.0,9.0,0.33,737971,645.0,1.0,0.6775
24.0,27.0,0.89,737971,884.0,1.0,0.558
25.0,28.0,0.89,737971,542.0,1.0,0.729
27.0,33.0,0.82,737971,615.0,1.0,0.6925
25.0,28.0,0.89,737971,589.0,1.0,0.7055
27.0,33.0,0.82,737971,657.0,1.0,0.6715
25.0,28.0,0.89,737971,676.0,1.0,0.662
24.0,27.0,0.89,737971,623.0,1.0,0.6885
3.0,9.0,0.33,736367,657.0,1.0,0.6715
1.0,4.0,0.25,736367,654.0,1.0,0.673
2.0,6.0,0.33,736367,569.0,1.0,0.7155
3.0,11.0,0.27,736367,680.0,1.0,0.66
4.0,6.0,0.67,736367,659.0,1.0,0.6705
,,,736367,,,
1.0,4.0,0.25,736367,510.0,1.0,0.745
3.0,6.0,0.5,736367,539.0,1.0,0.7305
5.0,7.0,0.71,736367,558.0,0.0,-0.279
7.0,8.0,0.88,736367,387.0,0.0,-0.1935
6.0,13.0,0.46,736367,530.0,1.0,0.735
5.0,7.0,0.71,736367,740.0,1.0,0.63
7.0,8.0,0.88,736367,550.0,1.0,0.725
9.0,10.0,0.9,736367,555.0,1.0,0.7225
11.0,12.0,0.92,736367,783.0,1.0,0.6085
13.0,14.0,0.93,736367,857.0,1.0,0.5715
15.0,17.0,0.88,736367,788.0,1.0,0.606
17.0,19.0,0.89,736367,918.0,1.0,0.541
19.0,21.0,0.9,736367,981.0,1.0,0.5095
21.0,23.0,0.91,736367,937.0,1.0,0.5315
23.0,26.0,0.88,736367,1157.0,1.0,0.4215
25.0,28.0,0.89,736367,991.0,1.0,0.5045
27.0,33.0,0.82,736367,1193.0,0.0,-0.5965
25.0,28.0,0.89,736367,1003.0,1.0,0.4985
27.0,33.0,0.82,736367,980.0,1.0,0.51
25.0,28.0,0.89,736367,1147.0,1.0,0.4265
27.0,33.0,0.82,736367,824.0,1.0,0.588
24.0,27.0,0.89,736367,1060.0,1.0,0.47
,,,191894,,,
,,,191894,,,
3.0,9.0,0.33,191894,366.0,1.0,0.817
1.0,4.0,0.25,191894,253.0,1.0,0.8735
3.0,9.0,0.33,191894,291.0,0.0,-0.1455
1.0,4.0,0.25,191894,1988.0,0.0,-0.994
3.0,9.0,0.33,191894,1987.0,0.0,-0.9935
1.0,4.0,0.25,191894,251.0,0.0,-0.1255
2.0,6.0,0.33,191894,220.0,0.0,-0.11
4.0,8.0,0.5,191894,182.0,0.0,-0.091
2.0,13.0,0.15,191894,206.0,0.0,-0.103
1.0,3.0,0.33,191894,209.0,0.0,-0.1045
1.0,9.0,0.11,191894,1984.0,0.0,-0.992
3.0,4.0,0.75,191894,1972.0,0.0,-0.986
1.0,9.0,0.11,191894,2078.0,1.0,-0.039
3.0,9.0,0.33,847508,1984.0,0.0,-0.992
1.0,4.0,0.25,847508,778.0,1.0,0.611
3.0,9.0,0.33,847508,1058.0,1.0,0.471
2.0,6.0,0.33,847508,880.0,1.0,0.56
4.0,5.0,0.8,847508,794.0,1.0,0.603
,,,847508,,,
1.0,4.0,0.25,847508,1984.0,0.0,-0.992
3.0,6.0,0.5,847508,556.0,1.0,0.722
2.0,11.0,0.18,847508,578.0,1.0,0.711
4.0,6.0,0.67,847508,737.0,1.0,0.6315
6.0,8.0,0.75,847508,719.0,1.0,0.6405
8.0,9.0,0.89,847508,933.0,0.0,-0.4665
10.0,11.0,0.91,847508,876.0,1.0,0.562
9.0,10.0,0.9,847508,845.0,1.0,0.5775
11.0,12.0,0.92,847508,897.0,1.0,0.5515
13.0,14.0,0.93,847508,761.0,0.0,-0.3805
15.0,17.0,0.88,847508,995.0,1.0,0.5025
14.0,16.0,0.88,847508,871.0,1.0,0.5645
16.0,18.0,0.89,847508,908.0,1.0,0.546
18.0,20.0,0.9,847508,797.0,0.0,-0.3985
20.0,22.0,0.91,847508,960.0,1.0,0.52
19.0,21.0,0.9,847508,1307.0,1.0,0.3465
21.0,23.0,0.91,847508,943.0,1.0,0.5285
22.0,24.0,0.92,847508,959.0,1.0,0.5205
24.0,27.0,0.89,847508,961.0,1.0,0.5195
25.0,28.0,0.89,847508,870.0,1.0,0.565
27.0,33.0,0.82,847508,1286.0,1.0,0.357
25.0,28.0,0.89,847508,1459.0,1.0,0.2705
27.0,33.0,0.82,847508,1007.0,1.0,0.4965
25.0,28.0,0.89,847508,959.0,1.0,0.5205
24.0,27.0,0.89,847508,896.0,1.0,0.552
3.0,9.0,0.33,995804,1985.0,0.0,-0.9925
1.0,4.0,0.25,995804,1984.0,0.0,-0.992
3.0,9.0,0.33,995804,1966.0,0.0,-0.983
1.0,4.0,0.25,995804,1983.0,0.0,-0.9915
3.0,9.0,0.33,995804,1983.0,0.0,-0.9915
,,,995804,,,
3.0,9.0,0.33,995804,1983.0,0.0,-0.9915
2.0,6.0,0.33,995804,1984.0,0.0,-0.992
4.0,8.0,0.5,995804,1984.0,0.0,-0.992
2.0,13.0,0.15,995804,1967.0,0.0,-0.9835
1.0,3.0,0.33,995804,1983.0,0.0,-0.9915
,,,995804,,,
1.0,9.0,0.11,995804,1983.0,0.0,-0.9915
3.0,4.0,0.75,995804,1966.0,0.0,-0.983
3.0,9.0,0.33,291242,773.0,1.0,0.6135
1.0,4.0,0.25,291242,431.0,1.0,0.7845
2.0,6.0,0.33,291242,562.0,1.0,0.719
3.0,11.0,0.27,291242,509.0,1.0,0.7455
4.0,6.0,0.67,291242,588.0,1.0,0.706
3.0,9.0,0.33,295150,873.0,1.0,0.5635
1.0,4.0,0.25,295150,919.0,1.0,0.5405
2.0,6.0,0.33,295150,843.0,1.0,0.5785
3.0,11.0,0.27,295150,534.0,1.0,0.733
4.0,6.0,0.67,295150,605.0,1.0,0.6975
,,,295150,,,
1.0,4.0,0.25,295150,545.0,1.0,0.7275
3.0,6.0,0.5,295150,536.0,1.0,0.732
5.0,7.0,0.71,295150,628.0,1.0,0.686
7.0,8.0,0.88,295150,578.0,1.0,0.711
9.0,10.0,0.9,295150,754.0,1.0,0.623
11.0,12.0,0.92,295150,772.0,1.0,0.614
13.0,14.0,0.93,295150,943.0,1.0,0.5285
15.0,17.0,0.88,295150,782.0,1.0,0.609
17.0,19.0,0.89,295150,772.0,1.0,0.614
19.0,21.0,0.9,295150,854.0,1.0,0.573
21.0,23.0,0.91,295150,857.0,1.0,0.5715
23.0,26.0,0.88,295150,936.0,1.0,0.532
25.0,28.0,0.89,295150,874.0,1.0,0.563
27.0,33.0,0.82,295150,820.0,1.0,0.59
25.0,28.0,0.89,295150,1102.0,1.0,0.449
27.0,33.0,0.82,295150,1022.0,1.0,0.489
25.0,28.0,0.89,295150,816.0,1.0,0.592
27.0,33.0,0.82,295150,800.0,1.0,0.6
24.0,27.0,0.89,295150,1117.0,1.0,0.4415
